transaction,address,bedroom,bathroom,sales_price,rent_perMonth,rent_perWeek,description,propertyType,location,agent,listing_source,listing_url,date_type,date
rent,"Omega Works, Roach Road, Hackney Wick, E3",2,2, ,"£2,350",£542,"Located in desirable Fish Island, voted one of the best areas to live in London. Moments away from all the great things Hackney Wick has to offer. The property boasts a huge space, with 2 great size bedrooms and bathroom, and a private balcony overlooking the courtyard. The property is perfec...",Flat,E3,"New Space, London",rightmove,https://www.rightmove.co.uk/properties/86141577#/?channel=RES_LET,Added,2023-05-17
rent,"No.4, Upper Riverside, Cutter Lane, Greenwich Peninsula, SE10",2,2, ,"£2,950",£681,"A luxury two-bedroom, two-bathroom apartment at No.4 Upper Riverside, Greenwich Peninsula. Comes with access to residents' swimming pool, gyms, roof terraces, media rooms and 24-hour concierge.",Apartment,SE10,"Greenwich Peninsula Lettings, London - Lettings",rightmove,https://www.rightmove.co.uk/properties/132642626#/?channel=RES_LET,Added,2023-05-17
rent,Hamlet Gardens W6,1,1, ,"£2,990",£690,"1st floor, one bedroom apartment benefiting from a modern family bathroom and views of the park. The apartment has been recently renovated and offers a bright open-plan living area with a beautiful fully fitted kitchen with integrated Bosch appliances. Situated in a red brick Vic...",Apartment,Hamlet Gardens W6,"Residential Land Ltd, London - Lettings",rightmove,https://www.rightmove.co.uk/properties/67019198#/?channel=RES_LET,Added,2023-05-17
rent,Grove End House,2,1, ,"£2,708",£625,"Grove End House is a popular Edwardian Mansion block in the heart of St Johns Wood in close proximity to Lords cricket ground and high Street. Local amenities, transport facilities and Regents Park are a short walk away.",Apartment,Grove End House,"O'Sullivan Property, London",rightmove,https://www.rightmove.co.uk/properties/134638175#/?channel=RES_LET,Added,10/05/2023
rent,Hamlet Gardens W6,3,2, ,"£4,918","£1,135",A large three double bedroom apartment situated on the second floor of an imposing Victorian mansion block a stone’s throw from the local amenities of Chiswick High Road. The apartment offers a bright fully fitted open plan kitchen/diner and reception room. Master bedroom benefits from fitted...,Apartment,Hamlet Gardens W6,"Residential Land Ltd, London - Lettings",rightmove,https://www.rightmove.co.uk/properties/55079056#/?channel=RES_LET,Added,2023-05-17
rent,Hamlet Gardens W6,2,1, ,"£3,597",£830,A third floor newly refurbished two bedroom and two bathroom period apartment is now available to rent in this beautiful Victorian Mansion Block having been renovated to the highest specification with private outside space. This apartment is set over 676 sq ft and comprises two do...,Apartment,Hamlet Gardens W6,"Residential Land Ltd, London - Lettings",rightmove,https://www.rightmove.co.uk/properties/55078942#/?channel=RES_LET,Added,2023-05-17
rent,"Fontenoy Road, London, SW12",2,2, ,"£2,200",£508,Spacious 2 double bedroom flat in the heart of Balham! 2 double bedrooms 2 bathrooms furnished parking available private garden and a PRIVATE ROOF TERRACE plenty of storage Close to Balham Statio... ** Property Reference: 1683578 **,Flat,SW12,"OpenRent, London",rightmove,https://www.rightmove.co.uk/properties/86141523#/?channel=RES_LET,Added,2023-05-17
rent,"Anchor Terrace, London, SE1",1,1, ,"£2,800",£646,"We are proud to offer this delightful 1 bedroom, 1 bathroom flat in a great location. Available to move in from 28 May 2023. Property is offered furnished. Viewing highly recommended. Contact Op... ** Property Reference: 1708019 **",Flat,SE1,"OpenRent, London",rightmove,https://www.rightmove.co.uk/properties/86141463#/?channel=RES_LET,Added,2023-05-17
rent,"Deptford, London, SE14",1,2, ,"£1,300",£300,"Room in a Shared Flat, Deptford, SE14 We are proud to offer this delightful room in a 2 bedroom, 2 bathroom shared flat in a great location. Available to move in from 17 May 2023. Property is of... ** Property Reference: 1687437 **",Flat Share,SE14,"OpenRent, London",rightmove,https://www.rightmove.co.uk/properties/86141403#/?channel=RES_LET,Reduced,2023-05-17
rent,"Albion Walk, King's Cross",1,1, ,"£2,600",£600,A fantastically bright and spacious one bedroom apartment set in the acclaimed Regents Quarter development in the heart of Kings Cross. The property was developed from its original use as a Iron works and storage warehouse and now provides 1st rate residential accommodation. The Regents Quarter b...,Flat,King's Cross,"Frank Harris & Co., Bloomsbury & Kings Cross",rightmove,https://www.rightmove.co.uk/properties/86141388#/?channel=RES_LET,Added,2023-05-17
rent,Savoy House 5 Lockgate Road LONDON SW6,1,1, ,"£3,250",£750,"A luxury 1 bedroom apartment, offered furnished, in Savoy House, part of the sought after Chelsea Creek development, SW6. Council Tax band is F.",Apartment,Savoy House 5 Lockgate Road LONDON SW6,"London Capital Homes, London",rightmove,https://www.rightmove.co.uk/properties/86141382#/?channel=RES_LET,Added,2023-05-17
rent,"Collingham Place, Earls Court, SW5",,1, ,"£1,950",£450,"The property benefits from a room with open-plan kitchen fully equipped (electric hob and oven, washing machine), and additional mezzanine sleeping area.",Apartment,SW5,"Chestertons Estate Agents, South Kensington Lettings",rightmove,https://www.rightmove.co.uk/properties/86141304#/?channel=RES_LET,Added,2023-05-17
rent,"O/707, Dolphin Square, London, SW1V 3LX",1,1, ,"£2,422",£559,*FITNESS CLUB OFFER - Move in by 30th June 2023 T&C's apply | Available Now | Newly Refurbished | Newly Refurbished Fitness Club | Zone 1 | Tennis Court | Riverside Property | Pet Friendly | 24 Hour Security ,Flat,SW1V 3LX,"Dolphin Square, London",rightmove,https://www.rightmove.co.uk/properties/86141301#/?channel=RES_LET,Added,2023-05-17
rent,"1 Highland Street, London, E15 2ZG",1,1, ,"£1,900",£438,**BILLS INCLUDED** LettingaProperty are pleased to offer this modern styled apartment property to rent located in a residential area of Newham. The property is available from 01 Jun 2023 on a minimum 12 months tenancy and is let furnished. This immaculate condition 1 bedro...,Apartment,E15 2ZG,"LettingaProperty.com, Nationwide - Lettings",rightmove,https://www.rightmove.co.uk/properties/134797292#/?channel=RES_LET,Reduced,2023-05-17
rent,"Barquentine Heights, Greenwich SE10",1,1, ,"£1,725",£398,"Bright apartment with a balcony located within this luxury development in the newest phase of Greenwich Millennium Village. The apartment boasts approximately 577 sq ft and benefits from a light open plan living/kitchen leading out to a private balcony, a fully integrated kitchen, large glazing s...",Apartment,Greenwich SE10,"Chase Evans, Greenwich",rightmove,https://www.rightmove.co.uk/properties/86141229#/?channel=RES_LET,Added,2023-05-17
rent,"Bootmakers Court, 132 Ben Jonson Road, London, E1",1,1, ,"£1,733",£400,A bright one bedroom apartment located on the sixth floor of this desirable development overlooking Regents Canal.,Apartment,E1,"Savills Lettings, Wapping",rightmove,https://www.rightmove.co.uk/properties/86141208#/?channel=RES_LET,Added,2023-05-17
rent,"Philbeach Gardens,London,SW5",,1, ,"£1,500",£346,Bright and cozy studio apartment in Earls Court with Zero Deposit Scheme Available....,Studio,SW5,"City Relay Ltd, London",rightmove,https://www.rightmove.co.uk/properties/86141196#/?channel=RES_LET,Added,2023-05-17
rent,"Green Walk, London, SE1",1,1, ,"£2,300",£531,Bright & Spacious 1-Double Bedroom Apartment in popular development The Jam Factory in Bermondsey,Apartment,SE1,"Hello Neighbour, London",rightmove,https://www.rightmove.co.uk/properties/86141127#/?channel=RES_LET,Added,2023-05-17
rent,"Silvertown Way, London, E16",,1, ,"£1,780",£411,"Gorgeous studio conveniently located 2 min walk from Canning Town station. Awesome interiors and all kinds of exclusive features for you to enjoy, like the super-chilled podium gardens, pet-friendly building* & free Wi-Fi for your stay!",Studio,E16,"Greystar, Fizzy London",rightmove,https://www.rightmove.co.uk/properties/86141106#/?channel=RES_LET,Added,2023-05-17
rent,"Compass House, Wapping, E1W",1,1, ,"£1,998",£461,"JOHNS&CO exclusively presents this stunning, 2nd floor, one bedroom apartment at 21 Wapping Lane; spanning over 500 sq ft with an open plan reception and kitchen with integrated appliances, a spacious bedroom with fitted wardrobes and a luxury bathroom. This property offers beautiful interior fin...",Apartment,E1W,"JOHNS&CO, Wapping",rightmove,https://www.rightmove.co.uk/properties/86141118#/?channel=RES_LET,Added,2023-05-17
rent,"Southwark Park Road, London, SE16",2,1, ,"£1,999",£461,Pleased to offer for rent this two bedroom split level property. Located over the second and third floor of this well maintained block. The accommodation comprises of a separate modern fitted kitc... ** Property Reference: 1645182 **,Flat,SE16,"OpenRent, London",rightmove,https://www.rightmove.co.uk/properties/134876165#/?channel=RES_LET,Reduced,2023-05-17
rent,"Fulham Road, London, SW10",,1, ,"£2,100",£485,MINIMUM 1 MONTHS STAY AllOWED. LONG AND SHORT TERM STAYS! Studio Apartment in the heart of Chelsea. Fully Furnished Kitchen. Separate Bathroom with Showerhead Rent is exclusive of all u... ** Property Reference: 1632368 **,Studio,SW10,"OpenRent, London",rightmove,https://www.rightmove.co.uk/properties/86135958#/?channel=RES_LET,Reduced,2023-05-17
rent,"Hartfield Road, Wimbledon, SW19",1,1, ,"£1,400",£323,A superbly located top floor period conversion apartment to rent situated within the heart of Wimbledon. This apartment features wooden flooring throughout and offers an abundance of natural light in the contemporary open-plan kitchen and reception. Further comprising a neutrally dec...,Apartment,SW19,"Lauristons, Wimbledon Hill",rightmove,https://www.rightmove.co.uk/properties/86141064#/?channel=RES_LET,Added,2023-05-17
rent,"Mosslea Road, Penge, London, SE20",1,1, ,"£1,500",£346,"*Six month Let* A generously proportioned one bedroom maisonette, with large private west facing garden, on a charming road in Penge.",Maisonette,SE20,"Pedder, Sydenham",rightmove,https://www.rightmove.co.uk/properties/86141034#/?channel=RES_LET,Added,2023-05-17
rent,"Florence House, London, NW9",3,2, ,"£2,800",£646,Florence House . Rooftop Terrace . Workspaces . Lounge . Onsite Management Team . Enquire today to find out more...,Flat,NW9,"Savills Lettings, Florence House",rightmove,https://www.rightmove.co.uk/properties/115180097#/?channel=RES_LET,Added,2023-05-17
rent,Prince Of Wales Terrace London W8,2,2, ,"£12,133","£2,800","A unique front-facing two bedroom, 1,027 sqft duplex apartment arranged across the Ground Floor and Courtyard levels of the building. The raised Ground Floor is comprised of a reception room with oval sash bay windows to the front, coffered ceiling, period fireplace, panelled walls with ornate up...",Flat,Prince Of Wales Terrace London W8,"Hamptons Lettings, Kensington",rightmove,https://www.rightmove.co.uk/properties/86140974#/?channel=RES_LET,Added,2023-05-17
rent,Baker Street London NW1,1,1, ,"£3,900",£900,"Newly refurbished, beautifully presented, spacious one bedroom flat with views of Regents Canal.",Flat,Baker Street London NW1,"Kinleigh Folkard & Hayward - Lettings, Marylebone",rightmove,https://www.rightmove.co.uk/properties/86140818#/?channel=RES_LET,Added,2023-05-17
rent,"Womersley Road, Crouch End, London",3,2, ,"£2,495",£576,"Luxury split level three double bedroom apartment to rent, set within a modern development. This contemporary flat has been well finished including hard wood floors throughout. Comprising a spacious reception room, separate fitted kitchen with luxury fully integrated appliances including dishwash...",Apartment,London,"David Astburys Ltd, London",rightmove,https://www.rightmove.co.uk/properties/86140581#/?channel=RES_LET,Added,2023-05-17
rent,"Avenue House, Allitsen Road",2,, ,"£2,950",£681,"base rent: £2950, deposit: £3403.85, council: Westminster City, council tax band: E, additional rent for pets: £35, number of bedrooms: 2, size: 604.4 sq ft, apartment type: apartment, pet restrictions, please enquire, floor: 2, heating type: electric, f…",Flat,Allitsen Road,"Akelius Residential Ltd, London",rightmove,https://www.rightmove.co.uk/properties/134022950#/?channel=RES_LET,Reduced,12/05/2023
rent,"UNCLE Colindale, Aerial Square, London, NW9",3,2, ,"£2,750",£635,"A selection of newly built, modern and spacious studios, 1, 2 & 3 bedroom apartments with access to a wide range of communal spaces. Easy transport links to Kings Cross within 22 minutes via Colindale station which is a 1-minute walk from UNCLE Colindale. UNCLE Colindale...",Apartment,NW9,"CBRE Residential, Letting Developments, London",rightmove,https://www.rightmove.co.uk/properties/86140518#/?channel=RES_LET,Added,2023-05-17
rent,Furley Road Peckham SE15,1,1, ,"£1,600",£369,An amazing one bedroom ground floor modern apartment in Peckham set within a gated development within easy reach of transport links.,Flat,Furley Road Peckham SE15,"Kinleigh Folkard & Hayward - Lettings, East Dulwich",rightmove,https://www.rightmove.co.uk/properties/134365151#/?channel=RES_LET,Reduced,2023-05-17
rent,"Lincoln Apartments, Fountain Park Way, London",2,2, ,"£3,700",£854,"FANTASTIC NEW 2 BED 2 BATH (ENSUIT) on the 9th floor of Lincoln Apt, part of the ever popular White City Living development. The property benefit from luxury interiors, underfloor heating, iDevice controllable home system, private balcony.",Apartment,London,"SJW property management limited, London",rightmove,https://www.rightmove.co.uk/properties/86140350#/?channel=RES_LET,Added,2023-05-17
rent,"Kember Street, Islington, N1",,1, ,£975,£225,"Square Quarters are proud to present this superb newly refurbished cosy studio ideally located in Islington N1. This studio which has been recently refurbished comes with separate shower and laminate floors throughout. It has its washing machine, dryer and there is bike storage in the ...",Studio,N1,"Square Quarters, Islington",rightmove,https://www.rightmove.co.uk/properties/86140266#/?channel=RES_LET,Added,2023-05-17
rent,"Priory Road, London, E6",1,1, ,"£1,750",£404,"The Forge, Gym, Terraces, Workspace, Pet friendly, 24 Hour Management Team, Lounge. Available and ready to move in 07/07/2023!",Flat,E6,"Savills Lettings, The Forge",rightmove,https://www.rightmove.co.uk/properties/86140128#/?channel=RES_LET,Added,2023-05-17
rent,"Carrara Tower, 1 Bollinder Place, EC1V",2,2, ,"£4,500","£1,038","Located in the heart of zone 1 and within easy reach of Old Street, the City and Shoreditch, 250 City Road is a landmark development designed by world renowned architects Foster + Partners.",Flat,EC1V,"Chestertons Estate Agents, Islington Lettings",rightmove,https://www.rightmove.co.uk/properties/86140227#/?channel=RES_LET,Added,2023-05-17
rent,"Kember Street, Islington, N1",2,1, ,"£1,517",£350,Square Quarters are proud to present this top floor two bed (no lounge) flat ideally located in Islington N1.,Flat,N1,"Square Quarters, Islington",rightmove,https://www.rightmove.co.uk/properties/133128731#/?channel=RES_LET,Reduced,2023-05-17
rent,"Casson Square, Southbank, London, SE1",2,2, ,"£5,417","£1,250","Brand new 2 bedroom apartment to rent in Casson Square, Southbank SE1 A stunning two bedroom apartment to rent in the brand new development, Eight Casson Square. Situated by Jubilee Gardens, the London Eye and The River Thames this has to be one of London's most desirable locations. The property...",Flat,SE1,"Knight Frank - Lettings, Southbank",rightmove,https://www.rightmove.co.uk/properties/86140164#/?channel=RES_LET,Added,2023-05-17
rent,"Casson Square, Southbank, London, SE1",2,2, ,"£5,252","£1,212","Brand new 2 bedroom apartment to rent in Casson Square, Southbank SE1 A stunning two bedroom apartment to rent in the brand new development, Eight Casson Square. Situated by Jubilee Gardens, the London Eye and The River Thames this has to be one of London's most desirable locations. The property...",Flat,SE1,"Knight Frank - Lettings, Southbank",rightmove,https://www.rightmove.co.uk/properties/86140158#/?channel=RES_LET,Added,2023-05-17
rent,"Holloway Road, Holloway, London, N7",,1, ,"£1,083",£250,Square Quarters are proud to present this studio apartment located in vibrant Holloway. This studio is within a large mansion building and offers a kitchenette and a separate shower room. The studio is neutrally decorated and offers laminate floors and good storage space.,Studio,N7,"Square Quarters, Islington",rightmove,https://www.rightmove.co.uk/properties/119522351#/?channel=RES_LET,Added,2023-05-17
rent,"Senate Building, Lexington Gardens, SW11",2,2, ,"£3,600",£831,"This stunning apartment offers luxurious living with full height windows, light and stylish interior and a private balcony. With a 24-hour concierge service, private residents’ gymnasium, state-of-the-art Media Room and private roof garden available for use, Lexington Gardens has...",Apartment,SW11,"Strawberry Star, SW8",rightmove,https://www.rightmove.co.uk/properties/134749592#/?channel=RES_LET,Reduced,2023-05-17
rent,"Kember Street, Islington, London, N1",2,1, ,"£2,167",£500,Square Quarters are pleased to present this recently refurbished 2 bedroom apartment in Islington N1 moments to Caledonian and Barnsbury Station.,Flat,N1,"Square Quarters, Islington",rightmove,https://www.rightmove.co.uk/properties/86139975#/?channel=RES_LET,Added,2023-05-17
rent,"Parliament House, 81 Black Prince Road, Nine Elms, London SE1",1,1, ,"£2,167",£500,"A double bedroom apartment of 435sq.ft (40,2.7sq.m) in Parliament House, offering South facing views. The apartment is furnished to a high standard and comprises an open plan reception room, modern integrated kitchen, double bedroom, luxury bathroom and good storage. Residents also enjoy a concie...",Flat,London SE1,"Garton Jones, Nine Elms & Vauxhall",rightmove,https://www.rightmove.co.uk/properties/86139924#/?channel=RES_LET,Added,2023-05-17
rent,"Mandeville Court, Chingford,",1,1, ,"£1,250",£288,"Kings are delighted to present this recently renovated one-bedroom first-floor flat, an exquisite living space that boasts modern amenities. Situated in a sought-after location, this beautifully refurbished flat offers a perfect balance of comfort, style, and convenience. Available immediately, c...",Flat,,"Kings Group, South Chingford",rightmove,https://www.rightmove.co.uk/properties/86139909#/?channel=RES_LET,Added,2023-05-17
rent,"Queensdale Crescent, London",1,1, ,"£1,647",£380,"Superb one bedroom furnished apartment located in a secure and well maintained purpose built block. This apartment features a spacious open plan living/kitchen area, spacious double bedroom, separate bathroom and private garden, Boundary House is a gated development and is posi...",Flat,London,"Coopers, London",rightmove,https://www.rightmove.co.uk/properties/86139852#/?channel=RES_LET,Added,2023-05-17
rent,"Goldhurst Terrace, South Hampstead NW6",,1, ,"£1,192",£275,Cedar Estates are delighted to offer this bright self-contained studio flat set in a conversion on a quiet tree-lined street located within minutes walking distance of the Tube and shops of Finchley Road and the O2 Centre.,Flat,South Hampstead NW6,"Cedar Estates, West Hampstead",rightmove,https://www.rightmove.co.uk/properties/86139858#/?channel=RES_LET,Added,2023-05-17
rent,"Maine Tower, 9 Harbour Way, Canary Wharf, London, E14",2,2, ,"£2,950",£681,"Available 06/06 is this spacious two-bedroom apartment in the popular Maine Tower development boasting a 24hr concierge, resident's cinema & communal lounge..",Apartment,E14,"Life Residential, Canary Wharf Office - Lettings",rightmove,https://www.rightmove.co.uk/properties/134172170#/?channel=RES_LET,Reduced,2023-05-17
rent,"King Edward's Road, London",2,2, ,"£2,850",£658,"This is a spacious two bedroom, second floor apartment set in a period conversation located close to Victoria Park and village. The property offers a fully fitted kitchen, separate living room, two bedrooms and two bathrooms; one of which being en-suite. The property is set on the prestigious Kin...",Apartment,London,"Griffin Stevens, Richmond",rightmove,https://www.rightmove.co.uk/properties/86139807#/?channel=RES_LET,Added,2023-05-17
rent,Saint Pauls Avenue,,, ,£680,£157,"Reference: 7456# A beautiful room to rent in Willesden Green. This property is currently furnished. Available now, the room comes with big windows high ceilings, wood floors, closets for storage, a table and chair, and a fridge/freezer. There are clothes-washing facilities in the building as we...",Flat Share,Saint Pauls Avenue,"Scraye, London",rightmove,https://www.rightmove.co.uk/properties/134877422#/?channel=RES_LET,Reduced,2023-05-17
rent,"Parkside Apartments, Cascade Way, London",2,2, ,"£3,445",£795,THIS BRAND NEW APARTMENT IS OFFERED EITHER FURNISHED OR UN-FURNISHED AND IS AVAILABLE NOW. LOCATED WITHIN THE WHITE CITY LIVING DEVELOPMENT NEXT TO WESTFIELD SHOPPING CITY. The accommodation is set over 821 square feet and comprises a spacious and bright reception room with a stunning ...,Flat,London,"CityZEN, London",rightmove,https://www.rightmove.co.uk/properties/86122821#/?channel=RES_LET,Reduced,2023-05-17
rent,"Airlie Gardens, London",1,1, ,"£1,950",£450,"Occupying 501 sqft, a charming one bedroom flat, in the heart of Kensington, with access to beautiful communal gardens.",Flat,London,"Strutt & Parker - Lettings, Kensington",rightmove,https://www.rightmove.co.uk/properties/86139702#/?channel=RES_LET,Added,2023-05-17
rent,"Tilloch Street, Islington, N1",4,1, ,"£2,600",£600,Square Quarters are proud to present this great value four bedroom (no lounge) maisonette with roof terrace located in (zone 1) popular Islington moments to Kings Cross.,Flat,N1,"Square Quarters, Islington",rightmove,https://www.rightmove.co.uk/properties/86139696#/?channel=RES_LET,Added,2023-05-17
rent,Prince of Wales Terrace London W8,3,3, ,"£17,333","£4,000","A stunning three bedroom duplex apartment positioned on the tops floor with views over Hyde Park. Natural light floods the main reception and dining and kitchen area with a built-in bar with an ice maker wine chiller, working fireplace and full-height doors lead out onto the furnished terrace wit...",Flat,Prince of Wales Terrace London W8,"Hamptons Lettings, Kensington",rightmove,https://www.rightmove.co.uk/properties/86139678#/?channel=RES_LET,Added,2023-05-17
rent,"Lovat Lane, EC3R",2,, ,"£2,799",£646,"**NO DEPOSIT OPTION AVAILABLE** - Felicity J Lord are excited to offer you a fantastic opportunity to rent a spacious two bedroom apartment located only moments away from London Bridge, Monument and Tower Hill.",Flat,EC3R,"Felicity J Lord, Clerkenwell Lettings",rightmove,https://www.rightmove.co.uk/properties/109675244#/?channel=RES_LET,Added,2023-05-17
rent,"Thomas Layton Way, Brentford, Middlesex, TW8",3,2, ,"£2,750",£635,Free Wi-Fi | Pet-friendly | Co-working space | Residents Lounge | Onsite Team | Zero-deposit option | Event calendar |Three Roof Terraces | 2-minute walk to Kew Bridge Station | Free Residents Gym,Apartment,TW8,"Apo, Kew Bridge",rightmove,https://www.rightmove.co.uk/properties/134621075#/?channel=RES_LET,Added,04/05/2023
rent,"Seagull Lane, London, E16",2,2, ,"£2,500",£577,"Brand new 2 double bedroom, 2 bathroom apartment to rent in this prestigious new development. Offered furnished.",Apartment,E16,"Savills Lettings, Canary Wharf",rightmove,https://www.rightmove.co.uk/properties/134900582#/?channel=RES_LET,Reduced,2023-05-17
rent,"Caledonian Road, Islington, N7",4,1, ,"£2,817",£650,*Video Tour Available* Square Quarters are proud to present this very spacious 4 double bedroom apartment in Islington N7 on Caledonian Road.,Flat,N7,"Square Quarters, Islington",rightmove,https://www.rightmove.co.uk/properties/86139570#/?channel=RES_LET,Added,2023-05-17
rent,"Brockley Road, Brockley, London, SE4",2,1, ,"£1,595",£368,A very spacious two double bedroom flat to let on Brockley Road.,Apartment,SE4,"Pedder, Brockley",rightmove,https://www.rightmove.co.uk/properties/86139543#/?channel=RES_LET,Added,2023-05-17
rent,"7A Exchange Gardens, London",2,2, ,"£3,900",£900,"Beautiful 2Bed2Bath new home on 15th floor Keybridge Capital with double balcony and overlooking Vauxhall Park, the development comes with excellent residents' facilities - gym, pool, spa & cycle store and 24 hours concierge",Apartment,London,"Winmac Properties, London",rightmove,https://www.rightmove.co.uk/properties/86139516#/?channel=RES_LET,Added,2023-05-17
rent,"Fairbridge Road, Holloway, London, N19",1,1, ,"£1,900",£438,***BEAUTIFUL GARDEN FLAT*** Includes ELECTRICITY AND GAS*** . We are pleased to be offering this LARGER THAN AVERAGE split level period 1 DOUBLE BEDROOM GARDEN FLAT which offers over 637 sq ft of living accommodation set within this beautiful VICTORIAN terraced house. The property boasts one lar...,Apartment,N19,"Stonehouse Estate Agents, Islington",rightmove,https://www.rightmove.co.uk/properties/86139501#/?channel=RES_LET,Added,2023-05-17
rent,"Belgrave Court, Canary Riverside, Canary Wharf, E14",2,2, ,"£3,000",£692,"Welcome to this extraordinary apartment showcasing breathtaking views of the iconic London skyline, which are truly elevated by its expansive floor-to-ceiling windows. Boasting approximately 1100 square feet of living space, this residence presents a grand entrance hallway that sets the tone for ...",Flat,E14,"Huttons & Partners, London",rightmove,https://www.rightmove.co.uk/properties/86139468#/?channel=RES_LET,Added,2023-05-17
rent,"Britannia Point, Colliers Wood, SW19 2FA",2,2, ,"£2,150",£496,ANDRE JOSEPH ESTATES Presents this two bedroom apartment the Heart of Colliers Wood within the Britannia Point Building. This corner property is situated on the 12th Floor this property and...,Apartment,SW19 2FA,"Andre Joseph Estates Ltd, Tooting",rightmove,https://www.rightmove.co.uk/properties/86139477#/?channel=RES_LET,Added,2023-05-17
rent,"Serapis House, London, E14",1,1, ,"£2,000",£462,"Property Reference Number: 100681. A bright and airy 11th floor apartment in the hottest new development in East London. Stunning river views and the finest amenities in the area. Including a large outdoor hot-tub, spa facilities, state of the art gym, home cinema, business centre and more. Be t...",Apartment,E14,"PropertyLoop, London",rightmove,https://www.rightmove.co.uk/properties/134802281#/?channel=RES_LET,Reduced,2023-05-17
rent,"St. Barnabas Street, London, SW1W",1,1, ,"£3,878",£895,"Period one bedroom house to rent in Belgravia, SW1. A bright and spacious one bedroom period house set out over two floors in Belgravia and conveniently located for Sloane Square. The property benefits from wood flooring, a charming rear garden. Accommodation comprises 1 bedrooms, 1 bathrooms,...",Terraced,SW1W,"Knight Frank - Lettings, Belgravia",rightmove,https://www.rightmove.co.uk/properties/134906057#/?channel=RES_LET,Added,2023-05-17
rent,"No.2, Upper Riverside, Cutter Lane, Greenwich Peninsula, SE10",2,2, ,"£3,200",£738,"A luxury and modern two bedroom, two bathroom double height 'loft' apartment, designed by the highly acclaimed Tom Dixon. Complete with access to residents' swimming pool, gym, roof terrace and concierge. No.2, Upper Riverside, Greenwich Peninsula.",Apartment,SE10,"Greenwich Peninsula Lettings, London - Lettings",rightmove,https://www.rightmove.co.uk/properties/133923428#/?channel=RES_LET,Reduced,2023-05-17
rent,"Palace Mansions, Earsby Street, London, W14",3,2, ,"£4,008",£925,"We are delighted to present this contemporary look 3 bedroom furnished apartment situated in a prestigious, red brick mansion block in Palace Mansion.  The flat is also served by a concierge six days a week with a 24-hour porter. Holland Park is only a short walk away from the flat, and Kens...",Flat,W14,"Broadway & West, London",rightmove,https://www.rightmove.co.uk/properties/86139279#/?channel=RES_LET,Added,2023-05-17
rent,"Hampton Tower, London E14",2,2, ,"£3,683",£850,*Video Viewing Available* JLL are excited to launch this 2 bedroom apartment in Berkeley Homes South Quay Plaza development. This luxury development has been finished to an extremely high standard throughout. Early viewing is recommended.,Flat,London E14,"JLL, Canary Wharf",rightmove,https://www.rightmove.co.uk/properties/86139222#/?channel=RES_LET,Added,2023-05-17
rent,"Apartment , Digby Mansion, WD6",3,1, ,"£3,500",£808,"We are delighted to offer for rent this beautifully presented spacious three bedroom unfurnished apartment. Set in this stunning Edwardian mansion block, full of character. The property comprises of a bright living room. Fully fitted kitchen equipped with white goods. Two good size double bedro...",Apartment,WD6,"SAB - Saint Andrews Bureau Ltd, London",rightmove,https://www.rightmove.co.uk/properties/134320322#/?channel=RES_LET,Reduced,2023-05-17
rent,"Bollinder Place, London, EC1V",3,3, ,"£6,500","£1,500","Madley Property is proud to present this stunning apartment in this landmark development, 250 City Road located on the 21st Floor. This apartment consists of three double bedrooms, an open plan kitchen-reception room, and three bathrooms.",Flat,EC1V,"Madley Property, London Bridge",rightmove,https://www.rightmove.co.uk/properties/86138973#/?channel=RES_LET,Added,2023-05-17
rent,"Chantry Close, London, SE2",2,1, ,"£1,600",£369,"First floor apartment ideally located for Abbey Wood station, Elizabeth Line and shops and buses. comprising lounge with balcony, kitchen, two bedrooms, bathroom and allocated parking space. The property is offered unfurnished and is available Mid June. Greenwich Council Tax Band B. EPC Rating B",Flat,SE2,"Your Move, Abbey Wood",rightmove,https://www.rightmove.co.uk/properties/86138964#/?channel=RES_LET,Added,2023-05-17
rent,"Caledonian Road, Islington, N1",2,1, ,"£1,733",£400,Square Quarters are proud to present this delightful two bed flat to rent 10 minutes walk from Kings Cross on popular Caledonian Road.,Flat,N1,"Square Quarters, Islington",rightmove,https://www.rightmove.co.uk/properties/86138955#/?channel=RES_LET,Added,2023-05-17
rent,"Newick Road, Lower Clapton, Millfields Park, Hackney, E5",1,1, ,"£1,100",£254,"HOUSE SHARE - SINGLE/COUPLE WORKING / STUDENT OCCUPANT ONLY - There is one room out of three available room for £ 1,100.00 PCM inclusive of all bills and available immediately.",House Share,E5,"Dimension Estates, London",rightmove,https://www.rightmove.co.uk/properties/86138823#/?channel=RES_LET,Reduced,2023-05-17
rent,"Hartham Road, Islington, N7",2,1, ,"£2,145",£495,"A light & airy 2 double bedroom first floor conversion with a large open plan reception, modern fully fitted kitchen & bathroom. Further benefits include wood floors, sash windows & high ceilings. Conveniently located for Caledonian Road tube station & Holloway Road. Easy access t...",Flat,N7,"Rochester Place, London",rightmove,https://www.rightmove.co.uk/properties/86138793#/?channel=RES_LET,Added,2023-05-17
rent,"Portnall Road, London",1,1, ,"£1,850",£427,"This raised ground floor, period conversion which has just finished a complete renovation is being offered to the market for immediate occupation. The flat boast a separate kitchen and living room which gives a feeling of space and the opportunity to create a relaxing home, which is further compl...",Flat,London,"Westways, London",rightmove,https://www.rightmove.co.uk/properties/134515169#/?channel=RES_LET,Reduced,2023-05-17
